Fecha,Gasolina Regular,Gasolina Premium,Diésel
24/03/2021,"20,17","21,75","21,49"
24/04/2021,"20,17","21,92","21,6"
24/05/2021,"20,19","22,04","21,69"
24/06/2021,"20,32","22,16","21,77"
25/01/2021,"19,23","19,74","20,07"
25/02/2021,"19,95","21,05","21,14"
25/03/2021,"20,17","21,75","21,46"
25/04/2021,"20,17","21,92","21,61"
25/05/2021,"20,18","22,04","21,67"
25/06/2021,"20,33","22,15","21,78"
26/01/2021,"19,26","19,77","20,08"
26/02/2021,"19,97","21,12","21,17"
26/03/2021,"20,17","21,74","21,46"
26/04/2021,"20,17","21,92","21,61"
26/05/2021,"20,18","22,04","21,68"
26/06/2021,"20,33","22,16","21,78"
27/01/2021,"19,31","19,82","20,12"
27/02/2021,"19,97","21,18","21,19"
27/03/2021,"20,16","21,74","21,47"
27/04/2021,"20,17","21,92","21,6"
27/05/2021,"20,19","22,04","21,68"
27/06/2021,"20,33","22,15","21,78"
28/01/2021,"19,35","19,86","20,14"
28/02/2021,"19,98","21,19","21,2"
28/03/2021,"20,16","21,75","21,47"
28/04/2021,"20,16","21,92","21,6"
28/05/2021,"20,2","22,04","21,68"
28/06/2021,"20,34","22,16","21,78"
29/01/2021,"19,38","19,9","20,17"
29/03/2021,"20,16","21,76","21,47"
29/04/2021,"20,18","21,93","21,62"
29/05/2021,"20,22","22,05","21,69"
29/06/2021,"20,32","22,16","21,75"
30/01/2021,"19,42","19,93","20,2"
30/03/2021,"20,16","21,78","21,49"
30/04/2021,"20,19","21,94","21,63"
30/05/2021,"20,22","22,05","21,69"
30/06/2021,"20,28","22,17","21,73"
31/01/2021,"19,43","19,93","20,2"
31/03/2021,"20,2","21,82","21,51"
31/05/2021,"20,22","22,04","21,69"
01/07/2021,"20,27","22,18","21,71"
02/07/2021,"20,25","22,17","21,7"
03/07/2021,"20,27","22,18","21,73"
04/07/2021,"20,27","22,18","21,73"
05/07/2021,"20,28","22,19","21,73"
06/07/2021,"20,3","22,2","21,75"
07/07/2021,"20,3","22,2","21,75"
08/07/2021,"20,31","22,2","21,74"
09/07/2021,"20,3","22,2","21,73"
10/07/2021,"20,29","22,2","21,73"
11/07/2021,"20,29","22,2","21,73"
12/07/2021,"20,29","22,2","21,73"
13/07/2021,"20,29","22,21","21,72"
14/07/2021,"20,28","22,21","21,72"
15/07/2021,"20,3","22,21","21,73"
16/07/2021,"20,29","22,21","21,72"
17/07/2021,"20,28","22,21","21,72"
18/07/2021,"20,27","22,2","21,72"
19/07/2021,"20,27","22,2","21,72"
20/07/2021,"20,26","22,2","21,72"
21/07/2021,"20,23","22,21","21,69"
22/07/2021,"20,2","22,2","21,66"
23/07/2021,"20,2","22,21","21,67"
24/07/2021,"20,25","22,21","21,72"
25/07/2021,"20,26","22,22","21,73"
26/07/2021,"20,29","22,23","21,75"
27/07/2021,"20,32","22,24","21,78"
28/07/2021,"20,33","22,24","21,8"
29/07/2021,"20,35","22,25","21,81"
30/07/2021,"20,36","22,25","21,82"
31/07/2021,"20,37","22,26","21,84"
01/08/2021,"20,37","22,26","21,84"
02/08/2021,"20,38","22,26","21,84"
03/08/2021,"20,39","22,26","21,85"
04/08/2021,"20,39","22,27","21,86"
05/08/2021,"20,39","22,27","21,85"
06/08/2021,"20,4","22,28","21,85"
07/08/2021,"20,39","22,28","21,84"
08/08/2021,"20,39","22,28","21,84"
09/08/2021,"20,4","22,28","21,84"
10/08/2021,"20,38","22,29","21,82"
11/08/2021,"20,37","22,3","21,81"
12/08/2021,"20,37","22,3","21,8"
13/08/2021,"20,36","22,3","21,8"
14/08/2021,"20,35","22,3","21,8"
15/08/2021,"20,35","22,3","21,79"
16/08/2021,"20,35","22,3","21,79"
17/08/2021,"20,34","22,31","21,78"
18/08/2021,"20,31","22,3","21,76"
19/08/2021,"20,28","22,34","21,74"
20/08/2021,"20,21","22,3","21,73"
21/08/2021,"20,19","22,3","21,72"
22/08/2021,"20,18","22,29","21,72"
23/08/2021,"20,16","22,3","21,71"
24/08/2021,"20,14","22,28","21,69"
25/08/2021,"20,13","22,27","21,7"
26/08/2021,"20,17","22,28","21,72"
27/08/2021,"20,21","22,3","21,76"
28/08/2021,"20,24","22,32","21,78"
29/08/2021,"20,25","22,31","21,78"
30/08/2021,"20,27","22,31","21,79"
31/08/2021,"20,29","22,32","21,8"
01/09/2021,"20,3","22,31","21,81"
02/09/2021,"20,31","22,32","21,82"
03/09/2021,"20,32","22,32","21,82"
04/09/2021,"20,32","22,32","21,83"
05/09/2021,"20,32","22,32","21,82"
06/09/2021,"20,32","22,32","21,82"
07/09/2021,"20,32","22,31","21,81"
08/09/2021,"20,3","22,32","21,8"
09/09/2021,"20,28","22,31","21,77"
10/09/2021,"20,26","22,31","21,76"
11/09/2021,"20,23","22,31","21,75"
12/09/2021,"20,23","22,3","21,75"
13/09/2021,"20,22","22,31","21,74"
14/09/2021,"20,21","22,31","21,73"
15/09/2021,"20,2","22,31","21,72"
16/09/2021,"20,2","22,31","21,71"
17/09/2021,"20,2","22,31","21,71"
18/09/2021,"20,19","22,31","21,71"
19/09/2021,"20,19","22,31","21,71"
20/09/2021,"20,18","22,31","21,7"
21/09/2021,"20,16","22,31","21,69"
22/09/2021,"20,13","22,3","21,68"
23/09/2021,"20,08","22,3","21,67"
24/09/2021,"20,05","22,3","21,66"
25/09/2021,"20,04","22,29","21,64"
26/09/2021,"20,03","22,28","21,63"
27/09/2021,"20,02","22,28","21,62"
28/09/2021,"20,02","22,28","21,62"
29/09/2021,"20,02","22,28","21,63"
30/09/2021,"20,01","22,28","21,64"
01/10/2021,"20,04","22,3","21,66"
02/10/2021,"20,06","22,31","21,67"
03/10/2021,"20,06","22,36","21,68"
04/10/2021,"20,07","22,32","21,68"
05/10/2021,"20,09","22,32","21,69"
06/10/2021,"20,11","22,33","21,7"
07/10/2021,"20,12","22,34","21,71"
08/10/2021,"20,12","22,34","21,71"
09/10/2021,"20,13","22,34","21,72"
10/10/2021,"20,13","22,34","21,72"
11/10/2021,"20,14","22,35","21,73"
12/10/2021,"20,15","22,35","21,74"
13/10/2021,"20,16","22,35","21,75"
14/10/2021,"20,16","22,36","21,75"
15/10/2021,"20,16","22,36","21,76"
16/10/2021,"20,16","22,36","21,75"
17/10/2021,"20,16","22,36","21,75"
18/10/2021,"20,17","22,36","21,75"
19/10/2021,"20,18","22,37","21,74"
20/10/2021,"20,18","22,37","21,73"
21/10/2021,"20,17","22,38","21,72"
22/10/2021,"20,16","22,38","21,72"
23/10/2021,"20,15","22,38","21,71"
24/10/2021,"20,14","22,38","21,7"
25/10/2021,"20,13","22,38","21,7"
26/10/2021,"20,12","22,39","21,68"
27/10/2021,"20,12","22,39","21,68"
28/10/2021,"20,12","22,41","21,68"
29/10/2021,"20,11","22,39","21,66"
30/10/2021,"20,09","22,38","21,65"
31/10/2021,"20,08","22,39","21,64"
01/11/2021,"20,07","22,36","21,63"
02/11/2021,"20,07","22,35","21,64"
03/11/2021,"20,07","22,35","21,63"
04/11/2021,"20,06","22,37","21,62"
05/11/2021,"20,05","22,32","21,61"
06/11/2021,"20,03","22,31","21,6"
07/11/2021,"20,02","22,31","21,6"
08/11/2021,"20,02","22,3","21,61"
09/11/2021,20,"22,28","21,6"
10/11/2021,"19,98","22,26","21,6"
11/11/2021,"19,96","22,24","21,6"
12/11/2021,"19,93","22,21","21,58"
13/11/2021,"19,95","22,2","21,59"
14/11/2021,"19,96","22,2","21,59"
15/11/2021,"19,98","22,2","21,59"
16/11/2021,20,"22,21","21,59"
17/11/2021,"20,03","22,22","21,6"
18/11/2021,"20,07","22,25","21,63"
19/11/2021,"20,06","22,24","21,62"
20/11/2021,"20,06","22,23","21,63"
21/11/2021,"20,05","22,23","21,63"
22/11/2021,"20,06","22,23","21,63"
23/11/2021,"20,05","22,22","21,62"
24/11/2021,"20,06","22,23","21,63"
25/11/2021,"20,13","22,3","21,7"
26/11/2021,"20,2","22,34","21,75"
27/11/2021,"20,23","22,36","21,77"
28/11/2021,"20,24","22,36","21,78"
29/11/2021,"20,26","22,38","21,79"
30/11/2021,"20,3","22,41","21,82"
01/12/2021,"20,28","22,4","21,79"
02/12/2021,"20,23","22,37","21,75"
03/12/2021,"20,15","22,33","21,71"
04/12/2021,"20,11","22,33","21,69"
05/12/2021,"20,11","22,35","21,69"
06/12/2021,"20,09","22,35","21,68"
07/12/2021,"20,06","22,33","21,66"
08/12/2021,"20,06","22,3","21,66"
09/12/2021,"20,1","22,31","21,67"
10/12/2021,"20,1","22,33","21,69"
11/12/2021,"20,16","22,38","21,75"
12/12/2021,"20,18","22,38","21,76"
13/12/2021,"20,22","22,41","21,79"
14/12/2021,"20,26","22,44","21,82"
15/12/2021,"20,28","22,45","21,83"
16/12/2021,"20,29","22,46","21,84"
17/12/2021,"20,32","22,48","21,85"
18/12/2021,"20,34","22,49","21,86"
19/12/2021,"20,34","22,5","21,86"
20/12/2021,"20,35","22,5","21,87"
21/12/2021,"20,35","22,5","21,86"
22/12/2021,"20,33","22,49","21,85"
23/12/2021,"20,34","22,5","21,86"
24/12/2021,"20,36","22,52","21,89"
25/12/2021,"20,38","22,53","21,9"
26/12/2021,"20,38","22,53","21,9"
27/12/2021,"20,4","22,55","21,92"
28/12/2021,"20,45","22,59","21,96"
29/12/2021,"20,49","22,59","21,99"
30/12/2021,"20,51","22,61","22,02"
31/12/2021,"20,53","22,62","22,04"
01/01/2022,"20,55","22,63","22,05"
02/01/2022,"20,55","22,63","22,05"
03/01/2022,"20,56","22,64","22,05"
04/01/2022,"20,59","22,65","22,06"
05/01/2022,"20,6","22,67","22,07"
06/01/2022,"20,6","22,68","22,08"
07/01/2022,"20,61","22,7","22,1"
08/01/2022,"20,61","22,7","22,11"
09/01/2022,"20,61","22,7","22,12"
10/01/2022,"20,62","22,7","22,13"
11/01/2022,"20,62","22,71","22,14"
12/01/2022,"20,61","22,72","22,15"
13/01/2022,"20,63","22,72","22,16"
14/01/2022,"20,65","22,73","22,16"
15/01/2022,"20,66","22,74","22,17"
16/01/2022,"20,66","22,74","22,17"
17/01/2022,"20,66","22,74","22,18"
18/01/2022,"20,67","22,76","22,19"
19/01/2022,"20,67","22,76","22,19"
20/01/2022,"20,68","22,77","22,2"
21/01/2022,"20,69","22,77","22,21"
22/01/2022,"20,69","22,78","22,21"
23/01/2022,"20,69","22,78","22,21"
24/01/2022,"20,7","22,79","22,21"
25/01/2022,"20,7","22,79","22,22"
26/01/2022,"20,72","22,81","22,23"
27/01/2022,"20,72","22,81","22,24"
28/01/2022,"20,72","22,82","22,24"
29/01/2022,"20,72","22,83","22,25"
30/01/2022,"20,72","22,83","22,25"
31/01/2022,"20,72","22,83","22,25"
01/02/2022,"20,73","22,84","22,26"
02/02/2022,"20,73","22,85","22,27"
03/02/2022,"20,74","22,85","22,28"
04/02/2022,"20,74","22,86","22,28"
05/02/2022,"20,75","22,87","22,28"
06/02/2022,"20,74","22,87","22,27"
07/02/2022,"20,74","22,87","22,27"
08/02/2022,"20,75","22,87","22,27"
09/02/2022,"20,75","22,88","22,28"
10/02/2022,"20,77","22,9","22,3"
11/02/2022,"20,78","22,92","22,32"
12/02/2022,"20,82","22,94","22,33"
13/02/2022,"20,83","22,95","22,33"
14/02/2022,"20,84","22,95","22,33"
15/02/2022,"20,87","22,96","22,34"
16/02/2022,"20,9","22,98","22,37"
17/02/2022,"20,93","22,99","22,38"
18/02/2022,"20,95",23,"22,37"
19/02/2022,"20,95",23,"22,36"
20/02/2022,"20,95",23,"22,36"
21/02/2022,"20,95",23,"22,35"
22/02/2022,"20,93","23,01","22,33"
23/02/2022,"20,93","23,02","22,33"
24/02/2022,"20,92","23,02","22,31"
25/02/2022,"20,93","23,04","22,33"
26/02/2022,"20,97","23,06","22,41"
27/02/2022,"20,98","23,09","22,43"
28/02/2022,21,"23,09","22,45"
01/03/2022,"21,01","23,1","22,47"
02/03/2022,"21,04","23,12","22,5"
03/03/2022,"21,14","23,14","22,54"
04/03/2022,"21,18","23,14","22,57"
05/03/2022,"21,2","23,16","22,59"
06/03/2022,"21,2","23,16","22,6"
07/03/2022,"21,21","23,17","22,61"
08/03/2022,"21,23","23,18","22,63"
09/03/2022,"21,24","23,2","22,66"
10/03/2022,"21,27","23,22","22,68"
11/03/2022,"21,29","23,25","22,7"
12/03/2022,"21,29","23,26","22,72"
13/03/2022,"21,29","23,25","22,72"
14/03/2022,"21,3","23,24","22,73"
15/03/2022,"21,29","23,25","22,75"
16/03/2022,"21,31","23,26","22,76"
17/03/2022,"21,31","23,25","22,76"
18/03/2022,"21,31","23,26","22,78"
19/03/2022,"21,31","23,27","22,78"
20/03/2022,"21,31","23,27","22,79"
21/03/2022,"21,31","23,27","22,79"
22/03/2022,"21,32","23,28","22,79"
23/03/2022,"21,32","23,29","22,8"
24/03/2022,"21,33","23,29","22,8"
25/03/2022,"21,33","23,3","22,82"
26/03/2022,"21,35","23,32","22,83"
27/03/2022,"21,35","23,32","22,84"
28/03/2022,"21,36","23,33","22,85"
29/03/2022,"21,38","23,35","22,87"
30/03/2022,"21,39","23,36","22,9"
31/03/2022,"21,39","23,38","22,92"
01/04/2022,"21,42","23,39","22,94"
02/04/2022,"21,59","23,49","22,96"
03/04/2022,"21,59","23,5","22,97"
04/04/2022,"21,58","23,47","22,99"
05/04/2022,"21,42","23,36",23
06/04/2022,"21,42","23,36","23,02"
07/04/2022,"21,42","23,36","23,04"
08/04/2022,"21,42","23,37","23,05"
09/04/2022,"21,43","23,37","23,08"
10/04/2022,"21,42","23,37","23,08"
11/04/2022,"21,43","23,37","23,09"
12/04/2022,"21,44","23,38","23,11"
13/04/2022,"21,46","23,41","23,13"
14/04/2022,"21,47","23,42","23,15"
15/04/2022,"21,47","23,42","23,16"
16/04/2022,"21,46","23,42","23,17"
17/04/2022,"21,46","23,42","23,17"
18/04/2022,"21,46","23,42","23,18"
19/04/2022,"21,47","23,43","23,19"
20/04/2022,"21,47","23,43","23,2"
21/04/2022,"21,48","23,44","23,21"
22/04/2022,"21,48","23,44","23,22"
23/04/2022,"21,48","23,45","23,22"
24/04/2022,"21,48","23,44","23,22"
25/04/2022,"21,49","23,45","23,23"
26/04/2022,"21,49","23,46","23,24"
27/04/2022,"21,5","23,47","23,25"
28/04/2022,"21,5","23,47","23,26"
29/04/2022,"21,5","23,47","23,26"
30/04/2022,"21,5","23,47","23,26"
01/05/2022,"21,52","23,59","23,24"
02/05/2022,"21,53","23,59","23,24"
03/05/2022,"21,53","23,6","23,25"
04/05/2022,"21,54","23,61","23,25"
05/05/2022,"21,6","23,67","23,25"
06/05/2022,"21,6","23,67","23,26"
07/05/2022,"21,61","23,67","23,26"
08/05/2022,"21,6","23,66","23,26"
09/05/2022,"21,59","23,66","23,26"
10/05/2022,"21,6","23,67","23,27"
11/05/2022,"21,61","23,68","23,27"
12/05/2022,"21,61","23,7","23,29"
13/05/2022,"21,66","23,71","23,28"
14/05/2022,"21,62","23,66","23,29"
15/05/2022,"21,63","23,66","23,28"
16/05/2022,"21,62","23,66","23,29"
17/05/2022,"21,63","23,67","23,3"
18/05/2022,"21,65","23,68","23,31"
19/05/2022,"21,66","23,69","23,31"
20/05/2022,"21,71","23,71","23,31"
21/05/2022,"21,73","23,72","23,31"
22/05/2022,"21,73","23,72","23,32"
23/05/2022,"21,74","23,73","23,32"
24/05/2022,"21,75","23,74","23,33"
25/05/2022,"21,76","23,75","23,33"
26/05/2022,"21,77","23,75","23,33"
27/05/2022,"21,78","23,76","23,33"
28/05/2022,"21,78","23,76","23,33"
29/05/2022,"21,78","23,76","23,33"
30/05/2022,"21,78","23,76","23,33"
31/05/2022,"21,78","23,76","23,33"
01/06/2022,"21,79","23,76","23,34"
02/06/2022,"21,79","23,77","23,34"
03/06/2022,"21,81","23,79","23,35"
04/06/2022,"21,82","23,79","23,35"
05/06/2022,"21,82","23,8","23,35"
06/06/2022,"21,84","23,8","23,36"
07/06/2022,"21,83","23,81","23,36"
08/06/2022,"21,84","23,81","23,36"
09/06/2022,"21,84","23,82","23,36"
10/06/2022,"21,84","23,83","23,37"
11/06/2022,"21,84","23,84","23,37"
12/06/2022,"21,84","23,84","23,38"
13/06/2022,"21,89","23,88","23,38"
14/06/2022,"21,9","23,89","23,38"
15/06/2022,"21,87","23,87","23,39"
16/06/2022,"21,87","23,89","23,39"
17/06/2022,"21,87","23,89","23,39"
18/06/2022,"21,88","23,89","23,4"
19/06/2022,"21,87","23,89","23,4"
20/06/2022,"21,87","23,89","23,4"
21/06/2022,"21,87","23,89","23,4"
22/06/2022,"21,87","23,87","23,4"
23/06/2022,"21,87","23,87","23,4"
24/06/2022,"21,87","23,87","23,4"
25/06/2022,"21,87","23,87","23,41"
26/06/2022,"21,88","23,88","23,41"
27/06/2022,"21,88","23,88","23,41"
28/06/2022,"21,88","23,88","23,42"
29/06/2022,"21,88","23,88","23,42"
30/06/2022,"21,87","23,87","23,42"
01/07/2022,"21,84","23,87","23,42"
02/07/2022,"21,83","23,87","23,43"
03/07/2022,"21,83","23,86","23,42"
04/07/2022,"21,83","23,86","23,42"
05/07/2022,"21,82","23,86","23,42"
06/07/2022,"21,82","23,86","23,42"
07/07/2022,"21,81","23,86","23,43"
08/07/2022,"21,81","23,86","23,43"
09/07/2022,"21,82","23,87","23,43"
10/07/2022,"21,82","23,86","23,43"
11/07/2022,"21,82","23,85","23,43"
12/07/2022,"21,83","23,87","23,43"
13/07/2022,"21,83","23,87","23,44"
14/07/2022,"21,83","23,89","23,44"
15/07/2022,"21,83","23,91","23,45"
16/07/2022,"21,83","23,88","23,46"
17/07/2022,"21,82","23,88","23,46"
18/07/2022,"21,83","23,88","23,46"
19/07/2022,"21,83","23,88","23,46"
20/07/2022,"21,83","23,88","23,47"
21/07/2022,"21,83","23,88","23,47"
22/07/2022,"21,83","23,88","23,47"
23/07/2022,"21,83","23,88","23,47"
24/07/2022,"21,83","23,88","23,47"
25/07/2022,"21,83","23,88","23,47"
26/07/2022,"21,84","23,89","23,48"
27/07/2022,"21,85","23,91","23,49"
28/07/2022,"21,86","23,93","23,5"
29/07/2022,"21,87","23,93","23,51"
30/07/2022,"21,88","23,95","23,52"
31/07/2022,"21,87","23,94","23,52"
01/08/2022,"21,96","23,94","23,51"
02/08/2022,"21,96","23,94","23,52"
03/08/2022,"21,96","23,95","23,52"
04/08/2022,"21,99","23,98","23,52"
05/08/2022,"22,01","23,98","23,52"
06/08/2022,"22,01","23,98","23,52"
07/08/2022,"22,01","23,99","23,52"
08/08/2022,"22,01","23,99","23,52"
09/08/2022,"21,98",24,"23,52"
10/08/2022,"21,97",24,"23,52"
11/08/2022,"21,95","23,98","23,52"
12/08/2022,"21,95","23,98","23,53"
13/08/2022,"21,93","23,99","23,53"
14/08/2022,"21,93",24,"23,52"
15/08/2022,"21,93",24,"23,53"
16/08/2022,"21,92",24,"23,53"
17/08/2022,"21,92","23,99","23,54"
18/08/2022,"21,92",24,"23,53"
19/08/2022,"21,91","24,01","23,54"
20/08/2022,"21,92","24,01","23,53"
21/08/2022,"21,91","24,01","23,53"
22/08/2022,"21,91","24,01","23,53"
23/08/2022,"21,91","24,01","23,54"
24/08/2022,"21,92","24,02","23,54"
25/08/2022,"21,92","24,01","23,53"
26/08/2022,"21,9",24,"23,54"
27/08/2022,"21,88",24,"23,54"
28/08/2022,"21,87",24,"23,53"
29/08/2022,"21,86",24,"23,54"
30/08/2022,"21,84",24,"23,54"
31/08/2022,"21,83",24,"23,54"
01/09/2022,"21,79","23,99","23,54"
02/09/2022,"21,72","23,97","23,54"
03/09/2022,"21,7","23,94","23,54"
04/09/2022,"21,69","23,93","23,54"
05/09/2022,"21,67","23,92","23,54"
06/09/2022,"21,67","23,92","23,54"
07/09/2022,"21,67","23,91","23,54"
08/09/2022,"21,66","23,9","23,54"
09/09/2022,"21,65","23,92","23,55"
10/09/2022,"21,64","23,92","23,55"
11/09/2022,"21,63","23,92","23,55"
12/09/2022,"21,63","23,93","23,56"
13/09/2022,"21,63","23,95","23,56"
14/09/2022,"21,64","23,97","23,57"
15/09/2022,"21,67","23,99","23,58"
16/09/2022,"21,7",24,"23,59"
17/09/2022,"21,71",24,"23,59"
18/09/2022,"21,71","24,01","23,59"
19/09/2022,"21,71","24,01","23,59"
20/09/2022,"21,71",24,"23,59"
21/09/2022,"21,71","23,99","23,59"
22/09/2022,"21,72","23,99","23,58"
23/09/2022,"21,73",24,"23,59"
24/09/2022,"21,73","24,01","23,59"
25/09/2022,"21,72","24,01","23,58"
26/09/2022,"21,73","24,01","23,59"
27/09/2022,"21,72","24,02","23,59"
28/09/2022,"21,71","24,03","23,59"
29/09/2022,"21,73","24,04","23,6"
30/09/2022,"21,74","24,04","23,6"
01/10/2022,"21,75","24,05","23,6"
02/10/2022,"21,76","24,05","23,6"
03/10/2022,"21,78","24,05","23,6"
04/10/2022,"21,8","24,05","23,6"
05/10/2022,"21,81","24,07","23,6"
06/10/2022,"21,83","24,08","23,62"
07/10/2022,"21,84","24,08","23,62"
08/10/2022,"21,85","24,08","23,62"
09/10/2022,"21,85","24,08","23,63"
10/10/2022,"21,86","24,09","23,63"
11/10/2022,"21,87","24,1","23,63"
12/10/2022,"21,89","24,11","23,64"
13/10/2022,"21,9","24,13","23,64"
14/10/2022,"21,92","24,14","23,65"
15/10/2022,"21,92","24,17","23,65"
16/10/2022,"21,91","24,15","23,65"
17/10/2022,"21,91","24,14","23,65"
18/10/2022,"21,92","24,15","23,66"
19/10/2022,"21,93","24,16","23,66"
20/10/2022,"21,94","24,17","23,66"
21/10/2022,"21,94","24,17","23,66"
22/10/2022,"21,93","24,18","23,67"
23/10/2022,"21,93","24,18","23,66"
24/10/2022,"21,93","24,18","23,67"
25/10/2022,"21,94","24,18","23,67"
26/10/2022,"21,95","24,2","23,68"
27/10/2022,"21,96","24,2","23,68"
28/10/2022,"21,97","24,21","23,68"
29/10/2022,"21,97","24,21","23,68"
30/10/2022,"21,97","24,21","23,68"
31/10/2022,"21,97","24,22","23,68"
01/11/2022,22,"24,23","23,75"
02/11/2022,22,"24,24","23,75"
03/11/2022,"22,01","24,24","23,75"
04/11/2022,"22,03","24,26","23,75"
05/11/2022,"22,03","24,27","23,75"
06/11/2022,"22,03","24,27","23,75"
07/11/2022,"22,03","24,27","23,75"
08/11/2022,"22,04","24,28","23,76"
09/11/2022,"22,04","24,29","23,75"
10/11/2022,"22,04","24,29","23,75"
11/11/2022,"22,03","24,29","23,75"
12/11/2022,"22,03","24,29","23,75"
13/11/2022,"22,02","24,27","23,75"
14/11/2022,"21,98","24,25","23,75"
15/11/2022,"21,92","24,2","23,75"
16/11/2022,"21,85","24,16","23,75"
17/11/2022,"21,78","24,13","23,73"
18/11/2022,"21,68","24,07","23,73"
19/11/2022,"21,6","24,05","23,72"
20/11/2022,"21,59","24,04","23,72"
21/11/2022,"21,57","24,03","23,71"
22/11/2022,"21,55",24,"23,72"
23/11/2022,"21,52","23,97","23,72"
24/11/2022,"21,49","23,94","23,72"
25/11/2022,"21,45","23,91","23,72"
26/11/2022,"21,47","23,92","23,72"
27/11/2022,"21,48","23,92","23,71"
28/11/2022,"21,48","23,92","23,71"
29/11/2022,"21,48","23,92","23,71"
30/11/2022,"21,47","23,91","23,7"
01/12/2022,"21,46","23,9","23,7"
02/12/2022,"21,48","23,91","23,68"
03/12/2022,"21,49","23,91","23,67"
04/12/2022,"21,49","23,9","23,67"
05/12/2022,"21,49","23,91","23,67"
06/12/2022,"21,49","23,92","23,65"
07/12/2022,"21,48","23,92","23,65"
08/12/2022,"21,47","23,91","23,63"
09/12/2022,"21,44","23,9","23,61"
10/12/2022,"21,43","23,88","23,63"
11/12/2022,"21,42","23,88","23,63"
12/12/2022,"21,41","23,87","23,63"
13/12/2022,"21,4","23,86","23,62"
14/12/2022,"21,37","23,85","23,62"
15/12/2022,"21,38","23,85","23,63"
16/12/2022,"21,43","23,86","23,65"
17/12/2022,"21,43","23,84","23,65"
18/12/2022,"21,43","23,86","23,65"
19/12/2022,"21,44","23,86","23,65"
20/12/2022,"21,44","23,85","23,66"
21/12/2022,"21,46","23,86","23,66"
22/12/2022,"21,51","23,89","23,67"
23/12/2022,"21,56","23,91","23,68"
24/12/2022,"21,59","23,91","23,68"
25/12/2022,"21,59","23,91","23,68"
26/12/2022,"21,61","23,91","23,69"
27/12/2022,"21,63","23,94","23,7"
28/12/2022,"21,66","23,97","23,7"
29/12/2022,"21,67","23,99","23,71"
30/12/2022,"21,69","24,01","23,71"
31/12/2022,"21,7","24,01","23,71"
01/01/2023,"21,7",24,"23,72"
02/01/2023,"21,71","24,01","23,72"
03/01/2023,"21,73","23,98","23,73"
04/01/2023,"21,74","23,99","23,73"
05/01/2023,"21,75",24,"23,74"
06/01/2023,"21,76","24,01","23,74"
07/01/2023,"21,77","24,01","23,74"
08/01/2023,"21,77","24,01","23,74"
09/01/2023,"21,77","24,02","23,73"
10/01/2023,"21,78","24,03","23,73"
11/01/2023,"21,75",24,"23,73"
12/01/2023,"21,71","23,98","23,73"
13/01/2023,"21,7","23,97","23,73"
14/01/2023,"21,71","24,01","23,73"
15/01/2023,"21,71","24,01","23,73"
16/01/2023,"21,72","23,99","23,74"
17/01/2023,"21,75","24,01","23,74"
18/01/2023,"21,76","24,02","23,74"
19/01/2023,"21,77","24,03","23,74"
20/01/2023,"21,77","24,04","23,74"
21/01/2023,"21,77","24,04","23,74"
22/01/2023,"21,77","24,05","23,74"
23/01/2023,"21,77","24,06","23,74"
24/01/2023,"21,78","24,06","23,74"
25/01/2023,"21,78","24,07","23,75"
26/01/2023,"21,8","24,08","23,76"
27/01/2023,"21,82","24,11","23,77"
28/01/2023,"21,82","24,11","23,77"
29/01/2023,"21,81","24,12","23,77"
30/01/2023,"21,82","24,12","23,77"
31/01/2023,"21,82","24,13","23,76"
01/02/2023,"21,83","24,13","23,73"
02/02/2023,"21,84","24,12","23,7"
03/02/2023,"21,82","24,1","23,65"
04/02/2023,"21,8","24,09","23,64"
05/02/2023,"21,79","24,09","23,64"
06/02/2023,"21,78","24,09","23,63"
07/02/2023,"21,76","24,07","23,6"
08/02/2023,"21,71","24,04","23,55"
09/02/2023,"21,7","24,03","23,54"
10/02/2023,"21,71","24,04","23,54"
11/02/2023,"21,74","24,05","23,57"
12/02/2023,"21,75","24,06","23,57"
13/02/2023,"21,75","24,05","23,58"
14/02/2023,"21,8","24,09","23,61"
15/02/2023,"21,82","24,11","23,65"
16/02/2023,"21,84","24,13","23,67"
17/02/2023,"21,86","24,14","23,68"
18/02/2023,"21,86","24,13","23,68"
19/02/2023,"21,87","24,13","23,68"
20/02/2023,"21,86","24,13","23,68"
21/02/2023,"21,83","24,1","23,66"
22/02/2023,"21,8","24,09","23,64"
23/02/2023,"21,79","24,07","23,64"
24/02/2023,"21,76","24,05","23,62"
25/02/2023,"21,75","24,07","23,63"
26/02/2023,"21,76","24,07","23,62"
27/02/2023,"21,78","24,08","23,63"
28/02/2023,"21,78","24,08","23,65"
